title,author,author code,year,figures,description,genre,magazine
Tour de café :,"Drožď, Lubomír",js20020722017,1983,"Kafka, Franz;Seifert, Jaroslav;Hašek, Jaroslav;Bakunin, Michail Aleksandrovič",kavárny;socialismus;normalizace (1969-1989 : Československo),reportáže,Sado-Maso [samizdat]
Filmová anketa 1983-1984,"Drožď, Lubomír",js20020722017,1983,"Gaar, Vladimír;Venera, Vincent;Sax, Pablo de;Krásný, Jan Patrik;Mazal, Tomáš;Gosmanová, Irena",film;undergroundová kultura,ankety,Sado-Maso [samizdat]
Nekropolis :,"Drožď, Lubomír",js20020722017,1984,"Andropov, Jurij Vladimirovič;Mácha, Karel Hynek",výročí;absurdita;normalizace (1969-1989 : Československo),reportáže,Sado-Maso [samizdat]
Day After =,"Drožď, Lubomír",js20020722017,1984,"Meyer, Nicolas",buddhismus;filozofie;meditace,eseje,Sado-Maso [samizdat]
Disko-pásko grafie Plastic People,"Drožď, Lubomír",js20020722017,1984,,hudba;undergroundová kultura,přehledy,Sado-Maso [samizdat]
Tour de café :,"Drožď, Lubomír",js20020722017,1984,"Jirásek, Alois;Kafka, Franz",kavárny;literární místopis;normalizace (1969-1989 : Československo),reportáže,Sado-Maso [samizdat]
"Ironie, tolerance, dialog","Drožď, Lubomír",js20020722017,1985,"Bondy, Egon",filozofie;etika,eseje,Sado-Maso [samizdat]
Setkání pana K. se Švejkem.,,,1982,"Kafka, Franz;Hašek, Jaroslav;Švejk, Josef;Josef K.",literární postavy,romány,Jen pro blázny [samizdat]
"Plastic People ""v Japonsku"" jinak nic nového","Drožď, Lubomír",js20020722017,1982,"Janíček, Josef",hudba;undergroundová kultura,sloupky,Jen pro blázny [samizdat]
Arcimboldo.,,,1981,"Arcimboldo, Giuseppe",,romány,Jen pro blázny [samizdat]
Pár básniček z r. 76.77.78,"Drožď, Lubomír",js20020722017,1981,,,česká poezie,Jen pro blázny [samizdat]
Šílenství a fotografie,"Rezek, Petr",skuk0001161,1981,,happening (umění);akční umění,eseje,Jen pro blázny [samizdat]
Národ sobě,"Drožď, Lubomír",js20020722017,1981,,normalizace (1969-1989 : Československo);kultura,články,Jen pro blázny [samizdat]
P.P.U.,"Wilson, Paul R.",jn20030219003,1981,,undergroundová kultura;hudba,články,Jen pro blázny [samizdat]
Plastic Pepa of Universe,"Janíček, Josef",xx0084076,1981,,undergroundová kultura;hudba,rozhovory,Jen pro blázny [samizdat]
Charlieho groteskní svět,"Benetková, Marie",xx0218907,1981,"Soukup, Karel;Chaplin, Charlie",undergroundová kultura,vzpomínky,Jen pro blázny [samizdat]
Václav Hrabě :,,,1977,,,česká poezie,Dým [samizdat]
"Posmívej se, vlaštovičko :","Pacovská, Ilka",xx0149687,1977,,,česká poezie,Dým [samizdat]
Dřevěný totem - Dřevěná huba,"Seget, Miroslav",av20181017082,1977,,inzerce;tramping,česká poezie,Dým [samizdat]
Hodina dějepisu,"Sýkora, Jiří",,1977,,,české prózy,Dým [samizdat]
Polední Jumbo Jet / :,"Ryvola, Wabi",jn20000402165,1977,,,česká poezie,Dým [samizdat]
Houloviny,"Zárybnický, Stanislav",xx0024705,1977,,,česká poezie,Dým [samizdat]
Světoví tuláci.,,,1977,,,úryvky;poezie;prózy,Dým [samizdat]
Blanka Albrechtová.,,,1977,,,česká poezie,Dým [samizdat]
Co nám poslal Buldok,Buldok,av20221145782,1977,,,česká poezie,Dým [samizdat]
V a W.,,,1977,"Werich, Jan;Voskovec, Jiří",humor;satira,česká poezie,Dým [samizdat]
Minipovídky,"Bidlo, Jack",,1977,,,české prózy,Dým [samizdat]
Pleskotská balada :,"Šálková, Jaroslava",ola2010582876,1978,,,česká poezie,Dým [samizdat]
Pivo pro Martina,Buldok,av20221145782,1978,,,česká poezie,Dým [samizdat]
Vajgl :,"Holeček, Jan",,1978,,,písně,Dým [samizdat]
Reservé pro Shortyho,"Štogr, Josef",kpwa4047,1978,,,česká poezie,Dým [samizdat]
Sázka,"Steiner, Zdeněk",xx0140850,1978,,,české prózy,Dým [samizdat]
Songs of King-Ponka of Fort Hill,King-Ponka,,1978,,,česká poezie,Dým [samizdat]
Amára :,"Holeček, Jan",,1978,,,česká poezie,Dým [samizdat]
Startky :,"Holeček, Jan",,1978,,,česká poezie,Dým [samizdat]
Krajina :,"Nezval, Vítězslav",jk01090162,1978,,,česká poezie,Dým [samizdat]
[Bývají noci...].,,,1978,,,česká poezie,Dým [samizdat]
Z historie Brdského trampingu,"Hurikán, Bob",jz6300274,1978,,tramping,články,Dým [samizdat]
Brdskej camp :,"Nedvěd, Jan",jn19990209580,1978,,,písňové texty;česká poezie,Dým [samizdat]
Jazyk a tramping,"Nekvapil, Jiří",jo2002105212,1978,,slovníky;tramping;čeština;lingvistika,články;fejetony,Dým [samizdat]
Balada o koni narychlo zastřeleném,Hans Slaboch,,1978,,,prózy,Dým [samizdat]
[Básně],"Zárybnický, Stanislav",xx0024705,1978,,,česká poezie,Dým [samizdat]
[Básně],"Štogr, Josef",kpwa4047,1978,,,česká poezie,Dým [samizdat]
Cesty černých mravenců,"Gregorová, Marie",,1978,,,české prózy,Dým [samizdat]
Vzdorná balada o koze a mém zelí :,"Štogr, Josef",kpwa4047,1978,,,česká poezie,Dým [samizdat]
[Francouzský písničkář Pierre Béranger...].,,,1978,"Béranger, Pierre-Jean de",,poezie;medailony,Dým [samizdat]
Sen,"Crha, Karel",,1978,,,české prózy,Dým [samizdat]
[Básně],"Štogr, Josef",kpwa4047,1978,,,česká poezie,Dým [samizdat]
Svatokupci :,"Belanský, Pavol",,1978,,,česká poezie,Dým [samizdat]
"Čtvero způsobů, jak se vypořádat s nevěrnou ženou :",Kapitán Kid,jo2002159933,1978,,,písňové texty;česká poezie,Dým [samizdat]
Tapisérie.,,,1978,,,česká poezie,Dým [samizdat]
Otevřený dopis informátorům v trampských řadách,"Belanský, Pavol",,1978,,,dopisy,Dým [samizdat]
[Básně],"Zárybnický, Stanislav",xx0024705,1978,,,česká poezie,Dým [samizdat]
Bílý bandžo :,"Schneider, Jan",jk01111048,1978,,,česká poezie,Dým [samizdat]
[Studánko v pevném kamení...],"Švábová, Blanka",jk01131789,1978,,,česká poezie,Dým [samizdat]
Rande :,"Zárybnický, Stanislav",xx0024705,1978,,,česká poezie,Dým [samizdat]
"[Vodhoď se, kamaráde...]","Oborský, Vladimír",av20181003463,1978,,,česká poezie,Dým [samizdat]
"Bylo, nebylo...","Zárybnický, Stanislav",xx0024705,1978,"Einstein, Albert",,české prózy,Dým [samizdat]
Paličatost :,"Synáková, Iva",av20191054848,1978,,,česká poezie,Dým [samizdat]
[Všichni křičeli...],"Štogr, Josef",kpwa4047,1978,,,česká poezie,Dým [samizdat]
Odcházím z domova :,"Kainar, Josef",jk01052554,1978,,,česká poezie,Dým [samizdat]
Zastrčenej servis :,"Linhart, Tony",jn19990009917,1978,,,česká poezie,Dým [samizdat]
Tajemství :,"Synáková, Iva",av20191054848,1978,,,česká poezie,Dým [samizdat]
Houloviny,"Zárybnický, Stanislav",xx0024705,1978,,,česká poezie,Dým [samizdat]
Skleníky :,"Štogr, Josef",kpwa4047,1978,,,česká poezie,Dým [samizdat]
Úplně jiná Genesis :,Jindra z Plzně,,1978,,,česká poezie,Dým [samizdat]
Hlas lidu :,"Holeček, Jan",,1978,,,česká poezie,Dým [samizdat]
Na jehličí :,"Šlejmar, Jaroslav",jn19990209864,1978,,,česká poezie,Dým [samizdat]
Panna nebo vorel :,"Ryvola, Wabi",jn20000402165,1978,,,česká poezie,Dým [samizdat]
[Básně],"Novák, Mirek",xx0113810,1978,,,česká poezie,Dým [samizdat]
[Básně],"Holub, Miroslav",jk01041818,1978,,,česká poezie,Dým [samizdat]
V Dýmu jsou i koniny pro trampské rodiny,"Vidimský, Karel",,1978,"Lada, Josef",,česká poezie,Dým [samizdat]
Ohlasy.,,,1978,,,česká poezie,Dým [samizdat]
[Bílé cáry mrakoviny...],"Trnková, Ludmila",,1978,,,česká poezie,Dým [samizdat]
Ukolébavka pro Máslo :,"Zárybnický, Stanislav",xx0024705,1978,,,česká poezie,Dým [samizdat]
Balada vagónová :,"Vidimský, Karel",,1978,,,česká poezie,Dým [samizdat]
Velké modré Něco,"Zárybnický, Stanislav",xx0024705,1978,,,české povídky,Dým [samizdat]
Re/akční program klubu statečné plíce :,Abbbé,,1978,,,česká poezie,Dým [samizdat]
Páteční :,Riki,av20181011655,1978,,,česká poezie,Dým [samizdat]
Co nechci :,"Synáková, Iva",av20191054848,1978,,,česká poezie,Dým [samizdat]
[Básně],"Liška, Jaroslav",xx0148219,1978,,,česká poezie,Dým [samizdat]
Kruh rukou,"Lanča, Stanislav",,1979,,,české prózy,Dým [samizdat]
Člověk,"Šlitr, Jiří",,1979,,,české povídky,Dým [samizdat]
Balada na pivo :,"Štogr, Josef",kpwa4047,1979,,,česká poezie,Dým [samizdat]
Robinson Jeffers,"Štogr, Josef",kpwa4047,1979,,,americká poezie,Dým [samizdat]
Tramp 1929,,,1979,"Melíšek, Karel;Včelička, Géza;Šerhágl, František",tramping,české prózy;česká poezie;anekdoty,Dým [samizdat]
Soutěž [o dokonalé rýmy].,,,1978,,,česká poezie,Dým [samizdat]
Svátek bude :,"Škrochová, Zdeňka",jx20110419015,1979,,,česká poezie,Dým [samizdat]
[Básně],"Dvořák, Ladislav",jk01030164,1979,,,česká poezie,Dým [samizdat]
[Já do lesa nepojedu...],Rulík,,1979,,,česká poezie,Dým [samizdat]
Bedna :,Kapitán Kid,jo2002159933,1979,,,slovenská poezie,Dým [samizdat]
Řeč téměř do prázdna :,"Chmarová, Marcela",jk01050225,1979,,,česká poezie,Dým [samizdat]
Javorové listy,"Horníček, Miroslav",jk01042235,1979,,výstavy,české prózy,Dým [samizdat]
V rámci zvýšené radostnosti :,"Lukešová, Milena",jk01072640,1979,,,česká poezie,Dým [samizdat]
Čtveřice trampských pohádek,"Bláha, Josef",mzk2002157026,1979,,tramping,české prózy,Dým [samizdat]
Setkání :,"Trnková, Ludmila",,1979,,,česká poezie,Dým [samizdat]
Trampská matematika :,"Hosnedlová, Hana",xx0006520,1977,,,česká poezie,Dým [samizdat]
Křeček,"Nedvěd, Jan",jn19990209580,1979,,trampské písně,česká poezie;písňové texty,Dým [samizdat]
Za bouřky :,"Zárybnický, Stanislav",xx0024705,1979,,,česká poezie,Dým [samizdat]
"[Ukázka ze sbírky ""Dospěl jsem až příliš brzy""]","Novák, Mirek",xx0113810,1979,,,česká poezie,Dým [samizdat]
Tramp 1930,,,1979,"Včelička, Géza;Kratochvíl, Pavel;Melíšek, Karel;Franta Tundra;Franta Šerif",tramping,české prózy;česká poezie,Dým [samizdat]
Romantika :,"Rybák, Josef",jk01103251,1979,,,česká poezie,Dým [samizdat]
Proč,"Myslín, Pavel",pna2011674941,1979,,,české prózy,Dým [samizdat]
[Všichni se vydáváme...],"Štogr, Josef",kpwa4047,1979,,,česká poezie,Dým [samizdat]
Odjezd,"Melíšek, Karel",jk01081151,1979,,,české prózy,Dým [samizdat]
[Výběr citací z díla],"Pick, Jiří Robert",jk01092970,1979,,aforismy,česká poezie,Dým [samizdat]
"Make Love, Cosa Nostra! :","Ryvola, Wabi",jn20000402165,1979,,,písňové texty;česká poezie,Dým [samizdat]
Silniční :,"Šlejmar, Jaroslav",jn19990209864,1979,,,česká poezie,Dým [samizdat]
Nedělní :,"Belanský, Pavol",,1979,,,česká poezie,Dým [samizdat]
Óda na drbny :,"Belanský, Pavol",,1979,,,česká poezie,Dým [samizdat]
Psal se rok 2085,"Gregorová, Marie",,1979,,,české povídky,Dým [samizdat]
Kdo má právo :,"Černý, Miroslav",jn19990209124,1979,,písně,česká poezie,Dým [samizdat]
KULT ÚRA.,,,1979,"Jiránek, Vladimír;Herz, Juraj;Dušek, Václav;Renčín, Vladimír;Cimrman, Jára da;Šlitr, Jiří;Tomeček, Jaromír;Beer, Alois;Jeffers, Robinson;Veis, Jaroslav;Werich, Jan;Voskovec, Jiří",,zprávy,Dým [samizdat]
Povaha,"Werich, Jan",jk01151601,1979,,,české povídky,Dým [samizdat]
[Svět zakroucenej...].,,,1979,,,česká poezie,Dým [samizdat]
Setkání,Rulanda,,1979,,,česká poezie,Dým [samizdat]
Intervyuk s filmovým hvězdákem aneb jinoch Čára mezi profesionály,"Hantl, Jiří",,1979,"Herz, Juraj;Dušek, Václav",,rozhovory,Dým [samizdat]
Ante portas :,"Oborský, Vladimír",av20181003463,1979,,,česká poezie,Dým [samizdat]
Made in lidé,"Myslín, Pavel",pna2011674941,1979,,,české povídky,Dým [samizdat]
Letní perioda :,"Bláha, Josef",mzk2002157026,1979,,,česká poezie,Dým [samizdat]
Porta 79,"Štogr, Josef",kpwa4047,1979,"Hrabě, Václav;Kovářík, Miroslav",poezie,zprávy,Dým [samizdat]
Bludný lidi :,"Nedvěd, Jan",jn19990209580,1979,,,česká poezie;písně,Dým [samizdat]
Bible :,"Nedvěd, Jan",jn19990209580,1979,,,česká poezie;písně,Dým [samizdat]
[S křížem se nosil...],Dědek,,1979,,,česká poezie,Dým [samizdat]
[z nového textu],"Hrabal, Bohumil",jk01042564,1979,,,české prózy,Dým [samizdat]
Dostavník života :,"Bláha, Josef",mzk2002157026,1979,,,česká poezie,Dým [samizdat]
[Podzimní chvíle...].,,,1979,,,česká poezie,Dým [samizdat]
Sam Indián,"Pavel, Ota",jk01092027,1979,,,české prózy,Dým [samizdat]
Představuje se vám Levke,Levke,,1979,,,česká poezie,Dým [samizdat]
Karamelová žena se skořicí :,"Vodňanský, Jan",jk01150270,1979,,,česká poezie,Dým [samizdat]
"Bohumila Hrabala ""Proluky"" :","Olič, Jiří",jn19990218077,1987,,,recenze,Fragment [samizdat]
Vize jménem Půlnoční myš,"Olič, Jiří",jn19990218077,1987,,,recenze,Fragment [samizdat]
Výbor z veršů Milana Knížáka,"Olič, Jiří",jn19990218077,1987,"Knížák, Milan",,recenze,Fragment [samizdat]
Podlost jako princip :,"Olič, Jiří",jn19990218077,1987,"Štoll, Ladislav",,recenze,Fragment [samizdat]
Plastic People of the Universe :,-po-,,1987,"Wernisch, Ivan;Nápravník, Milan;Bondy, Egon;Morgenstern, Christian",hudba;undergroundová kultura,česká poezie;referáty,Fragment [samizdat]
Jakub Deml,"Diviš, Ivan",jk01022321,1987,"Deml, Jakub",,úvahy,Fragment [samizdat]
Jedenáct jednou ranou :,"Olič, Jiří",jn19990218077,1987,"Topol, Jáchym;Zajíček, Pavel;Koch, Milan;Vopálka, Milan Dino;Vondruška, Josef;Lampl, Peťák;Stankovič, Andrej;Jirous, Ivan Martin;Němec, Jiří;Hanel, Olaf;Klíma, Ladislav",undergroundová kultura;česká poezie,medailony,Fragment [samizdat]
Běsi vybičovaná paměť Václava Černého,"Olič, Jiří",jn19990218077,1987,,,recenze,Fragment [samizdat]
Novoročná anketa rádia Slobodná Európa.,,,1987,,,ankety,Fragment [samizdat]
Konec lehkomyslnosti,"Chalupecký, Jindřich",jk01050063,1987,,,eseje,Fragment [samizdat]
Vzdoroslavíci v Čechách,"Olič, Jiří",jn19990218077,1987,,undergroundová kultura;česká poezie,medailony,Fragment [samizdat]
Diera v hlave Jiřího Rumla,-alje-,,1987,"Ruml, Jiří",,recenze,Fragment [samizdat]
O krvavém románu Josefa Váchala,"Diviš, Ivan",jk01022321,1987,"Váchal, Josef",,recenze,Fragment [samizdat]
"Garáž, Laura a její tygři, Krásné nové stroje a Druk","Olič, Jiří",jn19990218077,1987,,hudba,medailony,Fragment [samizdat]
Co jsem viděl a slyšel v trávě :,"Seydl, Zdenek",jk01110817,1979,,,česká poezie,Dým [samizdat]
Čistka,"Bláha, Josef",mzk2002157026,1979,"Tolstoj, Lev Nikolajevič;Werich, Jan",,česká poezie,Dým [samizdat]
Já bych chtěl bejt bohatej :,"Ryvola, Wabi",jn20000402165,1979,,trampské písně,česká poezie;písňové texty,Dým [samizdat]
Na jaře,"Šálková, Jaroslava",ola2010582876,1979,,,české povídky,Dým [samizdat]
Co mají :,Feďa,,1979,"Seydl, Zdenek;Vega, Lope de",,česká poezie,Dým [samizdat]
Generace :,"Kantor, Ladislav",jn99240000418,1979,,,česká poezie,Dým [samizdat]
Prečo píšem :,"Sábato, Ernesto",jn19990210559,1987,"Sábato, Ernesto;Kohout, Pavel;Borges, Jorge Luis",,bio-bibliografické poznámky;úryvky;úvahy,Fragment [samizdat]
K jiné nehodě na krátkých vlnách,"Šimečka, Milan",jk01123018,1988,"Urbánek, Zdeněk;Brušák, Karel;Tatarka, Dominik",,komentáře,Fragment K [samizdat]
Muž paradoxov?,"Hoffman, Ivan",jn99240000296,1988,"Havel, Václav",,eseje,Fragment K [samizdat]
Básně,"Mlejnek, Josef",jn19990009935,1988,,,česká poezie,Fragment K [samizdat]
Strach,"Šimečka, Martin M.",jn19990209853,1988,,,slovenské prózy,Fragment K [samizdat]
Spravedlnost a styl,"Olič, Jiří",jn19990218077,1988,"Bittová, Iva",alternativní hudba,recenze,Fragment K [samizdat]
Jiří Anderle :,"Olič, Jiří",jn19990218077,1988,"Anderle, Jiří",výtvarné umění,recenze,Fragment K [samizdat]
Zabudnutý ohyb,"Olič, Jiří",jn19990218077,1988,"Csudai, Ivan",výtvarné umění,recenze,Fragment K [samizdat]
Pravidlá hry,"Šimečka, Martin M.",jn19990209853,1988,"Johanides, Ján",,recenze,Fragment K [samizdat]
Havrillovo Lido,"Olič, Jiří",jn19990218077,1988,"Havrilla, Vladimír",,recenze,Fragment K [samizdat]
Lido,"Šimečka, Martin M.",jn19990218077,1988,"Havrilla, Vladimír",,recenze,Fragment K [samizdat]
Dobrá otázka,"Hoffman, Ivan",jn99240000296,1988,,,glosy,Fragment K [samizdat]
Námestie Mieru,"Hoffman, Ivan",jn99240000296,1988,,,fejetony,Fragment K [samizdat]
Odkial' sa začína budúcnosť,"Hoffman, Ivan",jn99240000296,1988,"Šimečka, Milan",,fejetony,Fragment K [samizdat]
Předjarní lhaní,"Šimečka, Milan",jk01123018,1988,,,fejetony,Fragment K [samizdat]
Kde bol Kristus...,"Hoffman, Ivan",jn99240000296,1988,,,úvahy,Fragment K [samizdat]
Sviatki jari,"Šimečka, Martin M.",jn19990209853,1988,,,reportáže,Fragment K [samizdat]
Nesnesitelná lehkost malířského bytí,"Olič, Jiří",jn19990218077,1988,"Ilavský, Svetozár",slovenské výtvarné umění,glosy,Fragment K [samizdat]
Zasraný vlak,"Hoffman, Ivan",jn99240000296,1988,,,fejetony,Fragment K [samizdat]
Teleskopáž nicoty,"Olič, Jiří",jn19990218077,1988,"Hulík, Viktor",slovenské výtvarné umění,glosy,Fragment K [samizdat]
Rozhovor,"Navrátil, Augustin",kpwa5403,1988,"Němcová, Dana;Tomášek, František",,rozhovory,Fragment K [samizdat]
[Básně],"Ohnisko, Milan",jn20010523023,1988,,,česká poezie,Fragment K [samizdat]
"O prestavbe, ktorej sme boli ušetrení","Hoffman, Ivan",jn99240000296,1988,,,fejetony,Fragment K [samizdat]
Stránky z deníku,"Šimečka, Milan",jk01123018,1988,"Orwell, George",,fejetony,Fragment K [samizdat]
"""Cestou k poslednímu"" s Josefem Šafaříkem","Olič, Jiří",jn19990218077,1988,,,recenze,Fragment K [samizdat]
Svazácký prerafaelista Nikolaj Feďkovič,"Olič, Jiří",jn19990218077,1988,,,glosy,Fragment K [samizdat]
Výstava Vladimíra Kompánka,"Olič, Jiří",jn19990218077,1988,"Kompánek, Vladimír",,glosy,Fragment K [samizdat]
Plumbum - Nebezpečná hra,"Šimečka, Martin M.",jn19990209853,1988,,,recenze,Fragment K [samizdat]
Velké trojhvězdí :,"Gabriel, Jan",jo20010084476,1988,"Éluard, Paul;Apollinaire, Guillaume;Prévert, Jacques",francouzská poezie;překlady,recenze,Fragment K [samizdat]
Ideálna úvaha,"Hoffman, Ivan",jn99240000296,1988,,,glosy,Fragment K [samizdat]
Město beze jména,"Miłosz, Czesław",jn19990005739,1988,,,polská poezie,Fragment K [samizdat]
Křídla motýlů a katedrály :,"Burian, Václav",jn20000400319,1988,"Miłosz, Czesław",polská poezie,recenze,Fragment K [samizdat]
Letný rozhovor o politike,Ondrej,,1988,"Koudelka, Josef",fotografie,rozhovory,Fragment K [samizdat]
Niekol'ko poznámok nad exkluzívnym interview o našej lenivosti,"Hoffman, Ivan",jn99240000296,1988,,,fejetony,Fragment K [samizdat]
"Verím, že sa to dá :","Hoffman, Ivan",jn99240000296,1988,,,slovenská poezie,Fragment K [samizdat]
