title,author,author code,year,figures,description,genre,magazine
Kultura je když...,"Kliment, Alexandr",jk01060558,1978,,estetika,úvahy,Spektrum
Hra o život,"Dobrovský, Luboš",jn20000400479,1978,"Kundera, Milan",česká próza,studie,Spektrum
Památce Bohuslava Reynka,"Jirousová, Věra",jn19990218035,1978,"Reynek, Bohuslav",čeští spisovatelé,studie,Spektrum
Joyceův zkušební návrat,"Urbánek, Zdeněk",jk01140872,1978,"Joyce, James",anglicky psané drama,studie,Spektrum
Čas jako trvání a jako prázdnota,"Černý, Václav",jk01021636,1979,,estetika,eseje,Spektrum
Archeologie času,"Vašíček, Zdeněk",jk01141688,1979,,estetika,eseje,Spektrum
Z krajiny progresívní nepohody,"Brabec, Jiří",jk01012890,1979,"Juliš, Emil",čeští spisovatelé,studie,Spektrum
Poznámky k T. G. Masarykovi a národnímu obrození,"Doležal, Bohumil",jk01022603,1979,"Masaryk, Tomáš Garrigue",národní obrození;čeští spisovatelé,studie,Spektrum
Za Vítězslavem Gardavským,"Šimsa, Jan",jn20000402827,1979,"Gardavský, Vítězslav",čeští spisovatelé,nekrology,Spektrum
Kantůrkové Sen o zlu,"Žalich, Jan",,1979,"Kantůrková, Eva",česká próza,recenze,Spektrum
Andrej Stankovič debutoval [...].,,,1979,"Stankovič, Andrej",čeští spisovatelé,bio-bibliografické poznámky,Spektrum
Rozhovor Magora s Brikciusem v hospodě u Lojzy,"Jirous, Ivan Martin",jn19981001568,1979,"Brikcius, Eugen",happening (umění);čeští spisovatelé,biografické poznámky;rozhovory,Spektrum
Ad E. K.,J. G.,,1979,"Kantůrková, Eva",česká próza,poznámky,Spektrum
Esej o generaci,"Kroutvor, Josef",jn99240000542,1979,"Kroutvor, Josef",estetika,eseje,Spektrum
Rady pro kočku,"Jungmann, Milan",jk01052189,1989,"Čejka, Jaroslav;Hájek, Jiří",kulturní politika,polemiky,Lidové noviny [samizdat]
Goodbye samizdat,"Havel, Václav",jk01040240,1989,,samizdatové časopisy;samizdat;literární časopisy;samizdatové časopisy,články,Lidové noviny [samizdat]
Za Janem Skácelem,-hzk,,1989,"Skácel, Jan",osobnosti;čeští básníci,nekrology,Lidové noviny [samizdat]
Exorcista,"Lukeš, Jan",jk01072622,1989,"Švejda, Jiří",česká próza;osobnosti,recenze,Lidové noviny [samizdat]
Poslední slovo,"Vaculík, Ludvík",jk01141068,1989,"Vaculík, Ludvík",osobnosti;Sametová revoluce (1989 : Československo),fejetony,Lidové noviny [samizdat]
"""Je třeba vylézat z děr"" :","Valton, Arvo",jo2002105711,1988,"Valton, Arvo",estonská literatura;estonští spisovatelé;estonská próza;alternativní kultura;osobnosti,rozhovory,Lidové noviny [samizdat]
Seifertova cena Vaculíkovi,red.,,1988,"Vaculík, Ludvík;Čapek, Karel;Neruda, Jan",literární ceny;čeští spisovatelé;fejeton;samizdatová literatura;osobnosti,zprávy,Lidové noviny [samizdat]
Anketa LN.,,,1988,"Roth, Joseph;Tournier, Michel;Pavlíček, František;Filla, Emil;Jankovič, Jozef;Mucha, Jiří",česká literatura;literatura;výstavy;filmy;divadelní představení;operní inscenace,ankety,Lidové noviny [samizdat]
Brněnská premiera,"Trefulka, Jan",jk01140076,1988,"Tachovský, Karel",divadelní inscenace;české drama;osobnosti,referáty,Lidové noviny [samizdat]
Anketa LN.,,,1988,"Johnson, Paul;Hrabal, Bohumil;Havel, Václav;Feynman, Richard Phillips;Chytilová, Věra;Jůza, Michal;Váša, Petr;Dubský, Ivan;Formánková, Eva;Cais, Milan",historiografie;česká literatura;divadelní představení;filmy;koncerty;samizdatové časopisy;esej,ankety,Lidové noviny [samizdat]
Můra,"Stiborová, Věra",jk01121181,1988,"Stiborová, Věra",české spisovatelky;česká próza;osobnosti,české prózy;bio-bibliografické poznámky,Lidové noviny [samizdat]
Cesty bývají různé.,,,1988,"Pilař, Jan;Fikar, Marek;Fikar, Ladislav",nakladatelství a vydavatelství;ředitelé nakladatelství,paměti;dopisy,Lidové noviny [samizdat]
Krevní msta,"Jungmann, Milan",jk01052189,1988,"Čejka, Jaroslav",česká literatura;čeští spisovatelé;kulturní politika;kultura a politika;literatura a politika;propaganda;osobnosti;perestrojka,polemiky,Lidové noviny [samizdat]
Sovětský týdeník o Václavu Havlovi.,red.,,1988,"Havel, Václav;Machonin, Sergej;Kupriyanov, Alexander Ivanovič",česko-ruské vztahy;disidenti;novináři;perestrojka;osobnosti,komentáře,Lidové noviny [samizdat]
"Dominik Tatarka - jméno, které zní...",p.,,1988,"Tatarka, Dominik",slovenští spisovatelé;slovenská literatura;osobnosti,medailony,Lidové noviny [samizdat]
Erich Kulka versus Melantrich,"Danisz, Josef",av20221143774,1988,"Kulka, Erich;Šebesta, Josef;Vlašín, Štěpán;Kramár, Marián",nacistická perzekuce;antisemitismus;sionismus;občanskoprávní vztahy;nakladatelství a vydavatelství;redaktorky;pomluva,komentáře,Lidové noviny [samizdat]
Drzé čelo lepší než poplužní dvůr,"Jungmann, Milan",jk01052189,1988,"Čejka, Jaroslav;Kundera, Milan",interpretace a přijetí literárního díla;česká literatura;normalizace (1969-1989 : Československo);osobnosti,polemiky,Lidové noviny [samizdat]
Zapomenutý historik,J. S.,,1988,"Werstadt, Jaroslav;Masaryk, Tomáš Garrigue",historici;osobnosti,medailony,Lidové noviny [samizdat]
Cena Edice Petlice.,,,1988,"Opat, Jaroslav;Masaryk, Tomáš Garrigue",historici;literární ceny;osobnosti,zprávy,Lidové noviny [samizdat]
Kde je moje hra?,"Mlynář, Vladimír",jn20000620233,1988,"Gardner, Herb;Havlů, Ivo T.;Štěpánek, František",anglicky psané drama;divadelní inscenace;komunismus;osobnosti,referáty,Lidové noviny [samizdat]
Jubilejní sborník Bloku,"Trefulka, Jan",jk01140076,1988,"Skácel, Jan",čeští básníci;česká poezie;osobnosti,recenze,Lidové noviny [samizdat]
Anketa LN.,,,1988,"Serke, Jürgen;Chytilová, Věra;Polívka, Boleslav;Bittová, Iva;Salinger, J. D.;Tatarka, Dominik;Vysockij, Vladimir",česká literatura;divadelní představení;filmy;koncerty;televizní seriály,ankety,Lidové noviny [samizdat]
Anketa LN.,,,1988,"Arnetová, Helena;Cudlín, Karel;Dědeček, Jiří;Hrabal, Bohumil;Sozanský, Jiří;Macháček, Miroslav;Horká, Eva;Honegger, Arthur",česká literatura;hudební nahrávky;písňové texty;výstavy fotografií;obrazy;divadelní představení;dokumentární filmy,ankety,Lidové noviny [samizdat]
Kmen po patnácti číslech,"Lukeš, Jan",jk01072622,1988,"Unzeitig, Tomáš",pseudonymy;literární časopisy,recenze,Lidové noviny [samizdat]
Hlášení Jiřího Muchy,"Lukeš, Jan",jk01072622,1988,"Mucha, Jiří;Škvorecký, Josef;Vladislav, Jan;Kaprálová, Vítězslava",exil;samizdat;česká próza;osobnosti,recenze,Lidové noviny [samizdat]
To místo,"Kantůrková, Eva",jk01052883,1988,"Kantůrková, Eva",české spisovatelky;samizdatová literatura;česká próza,české prózy;úryvky;bio-bibliografické poznámky,Lidové noviny [samizdat]
Poslední slovo?,"Vaculík, Ludvík",jk01141068,1988,"Vaculík, Ludvík",česká literatura;Pražské jaro (1968 : Československo),fejetony,Lidové noviny [samizdat]
O Literárních novinách s Milanem Jungmannem,"Jungmann, Milan",jk01052189,1988,,literární časopisy,rozhovory,Lidové noviny [samizdat]
Mezi kontejnery,"Hanák, Jiří",jk01033352,1988,"Sýs, Karel",exil;literární časopisy,fejetony,Lidové noviny [samizdat]
Osud průkopníků...,"Lukeš, Jan",jk01072622,1988,"Žáček, Jiří;Sýs, Karel;Peterka, Josef;Skarlant, Petr;Černík, Michal;Šimon, Josef;Prouza, Petr;Pelc, Jaromír",česká poezie,studie,Lidové noviny [samizdat]
V Lisabonu o kultuře :,"Škvorecký, Josef",jk01130413,1988,"Hrabal, Bohumil",literárněvědné konference;portugalská literatura;ruská literatura,referáty,Lidové noviny [samizdat]
Anketa LN.,,,1988,"Černý, Jiří;Procházková, Lenka;Šrut, Pavel;Pavlíček, František",česká literatura,ankety,Lidové noviny [samizdat]
Veselý textař z ÚV,"Samek, Martin",,1988,"Melen, Josef;Černý, Jiří;Kapek, Miroslav",pseudonymy;písňové texty;osobnosti,poznámky,Lidové noviny [samizdat]
Další kopa grošů,-sl-,,1988,"Kapek, Miroslav",pseudonymy;česká próza;osobnosti,poznámky,Lidové noviny [samizdat]
Na paměť Bedřicha Fučíka,red.,,1988,"Fučík, Bedřich",literární ceny;česká literatura,prohlášení,Lidové noviny [samizdat]
Případ Hrabal,"Lukeš, Jan",jk01072622,1988,"Hrabal, Bohumil;Hvížďala, Karel",osobnosti,studie,Lidové noviny [samizdat]
Závory,"Pecka, Karel",jk01092240,1988,"Pecka, Karel",čeští spisovatelé;političtí vězni;česká próza;osobnosti,české prózy;bio-bibliografické poznámky,Lidové noviny [samizdat]
"Moskva, jak jsme ji neznali",-sl-,,1988,"Fojtíková, Eva;Aškenazy, Ludvík;Vaculík, Ludvík",novináři;dogmatismus;socialismus;česká literatura;ruská literatura;osobnosti,zprávy,Lidové noviny [samizdat]
Ožívající Litva,"Grybauskas, Almis",jo2006333874,1988,"Grybauskas, Almis",litevská literatura;litevští spisovatelé;překlady do litevštiny;překlady z češtiny;malé národy;osobnosti;exil;kulturní vztahy;perestrojka;česko-litevské vztahy,rozhovory,Lidové noviny [samizdat]
"Kam jsme došli, kdo to ví...?","Lukeš, Jan",jk01072622,1988,"Hájek, Jiří;Nejedlá, Jaromíra;Blahynka, Milan",česká literatura;literární kritici;literární kritika;televizní pořady,články,Lidové noviny [samizdat]
Angelika reálného socialismu,-os-,,1988,"Frýbová, Zdena",české spisovatelky;česká próza;osobnosti,recenze,Lidové noviny [samizdat]
Anketa LN.,,,1988,"Glass, Philip;Medek, Mikuláš;Messiaen, Olivier;Krall, Hanna;Waits, Tom;Šimečka, Martin M.;Havel, Václav",alternativní kultura;česká literatura;koncerty;výstavy;filmy,ankety,Lidové noviny [samizdat]
Omluva Solženicynovi,"Jungmann, Milan",jk01052189,1988,"Solženicyn, Aleksandr Isajevič;Hájek, Jiří;Havel, Václav;Kundera, Milan",socialismus;demokratizace;perestrojka;občanská angažovanost;česká literatura;ruská literatura;osobnosti,články,Lidové noviny [samizdat]
Melodie fantazií a reality.,,,1988,"Dobiáš, Jan",hudební časopisy,články,Lidové noviny [samizdat]
Strop,"Řezníček, Pavel",jk01110127,1988,"Řezníček, Pavel",čeští spisovatelé;surrealismus (literatura);překlady do francouzštiny;česká próza;osobnosti,české prózy;předmluvy;úryvky;bio-bibliografické poznámky,Lidové noviny [samizdat]
Výbor na obranu Ivana Jirouse.,,,1988,"Jirous, Ivan Martin;Brabec, Jan;Havel, Václav;Hejda, Zbyněk;Lamper, Ivan;Němcová, Dana;Němec, David;Palouš, Martin;Ruml, Jan;Skalník, Joska;Placák, Petr;Šustrová, Petruška;Topol, Jáchym;Vondra, Alexandr",osobnosti;čeští básníci;politická perzekuce;petice,dokumenty,Lidové noviny [samizdat]
Kdo je indiferentní,"Lukeš, Jan",jk01072622,1988,"Černík, Michal",čeští spisovatelé;česká literatura;literární život;exilová literatura;osobnosti,polemiky,Lidové noviny [samizdat]
Ještě jednou případ Hrabal,"Šamalík, František",jk01122456,1988,"Hrabal, Bohumil;Lukeš, Jan",čeští spisovatelé;normalizace (1969-1989 : Československo);osobnosti,polemiky,Lidové noviny [samizdat]
Skácelova devátá,"Trefulka, Jan",jk01140076,1988,"Skácel, Jan",čeští básníci;literatura a morálka;česká poezie;osobnosti,recenze,Lidové noviny [samizdat]
Co jsi mi to udělal,"Plíšková, Naděžda",jn99240000882,1988,"Plíšková, Naděžda",české básnířky;nezávislá literatura;samizdatová literatura;česká poezie;osobnosti,česká poezie;bio-bibliografické poznámky,Lidové noviny [samizdat]
"""Doma jsem byl normální člověk."" :","Hutka, Jaroslav",jk01043349,1988,"Hutka, Jaroslav",osobnosti;politická emigrace;emigranti;exilový tisk;exilový kulturní život;samizdatové časopisy;hudební nakladatelství a vydavatelství;koncerty;písničkáři;český fejeton,rozhovory;poznámky,Lidové noviny [samizdat]
Vůlí osudu intelektuálové,"Lukeš, Jan",jk01072622,1988,"Steklač, Vojtěch;Švejda, Jiří",česká próza,studie,Lidové noviny [samizdat]
Topol na jevišti - po dvaceti letech,"Machonin, Sergej",jk01073028,1989,"Topol, Josef",české drama;osobnosti,referáty,Lidové noviny [samizdat]
Palachova cena,-r-,,1989,"Kantůrková, Eva",literární ceny;osobnosti,zprávy,Lidové noviny [samizdat]
O intoleranci :,"Lukeš, Jan",jk01072622,1989,,česká literatura;literární kritika,úvahy,Lidové noviny [samizdat]
Sveďte to na stranu!,"Jungmann, Milan",jk01052189,1989,,literárněvědné konference;česká literatura,glosy,Lidové noviny [samizdat]
Kde je budoucnost,"Miller, Arthur",jn19990005721,1989,"Havel, Václav",osobnosti,dokumenty,Lidové noviny [samizdat]
Revue 88 před prokurátorem,"Proboštová, Drahuše",av20201093694,1989,,literární časopisy;česká literatura,referáty,Lidové noviny [samizdat]
...táta koupil botičky,"Lukeš, Jan",jk01072622,1989,"Bauman, Václav;Basiková, Bára;Pelc, Jan",homosexualita;lesbismus;česká próza,recenze,Lidové noviny [samizdat]
"Pavel Tigrid, Průvodce inteligentní ženy po vlastním osudu","Šiklová, Jiřina",jk01122892,1989,"Tigrid, Pavel",česká próza;osobnosti,recenze,Lidové noviny [samizdat]
Zrcadlo jedné edice,"Lukeš, Jan",jk01072622,1989,"Pelc, Jaromír;Novotný, Vladimír;Lukeš, Jan;Prokopová, Alena;Carroll, Lewis",nakladatelství a vydavatelství;ediční plány;česká próza;literární kritika,recenze,Lidové noviny [samizdat]
Autor prózy Jiří Daníček se narodil 22.10.1948 v Liberci,"Lopatka, Jan",jk01072390,1989,"Daníček, Jiří",česká próza;osobnosti,bio-bibliografické poznámky,Lidové noviny [samizdat]
Rozhovor s Václavem Havlem,"Havel, Václav",jk01040240,1989,"Havel, Václav",političtí vězni;osobnosti,rozhovory,Lidové noviny [samizdat]
Pars pro toto,"Lukeš, Jan",jk01072622,1989,"Němec, Ludvík;Frýbort, Pavel",česká próza,recenze,Lidové noviny [samizdat]
Po plenárce SČS,"Jungmann, Milan",jk01052189,1989,"Černík, Michal",spisovatelské a literárněvědné organizace;česká literatura,referáty,Lidové noviny [samizdat]
Těsně před uzávěrkou tohoto čísla...,"Jungmann, Milan",jk01052189,1989,"Tatarka, Dominik",slovenská literatura;osobnosti,nekrology,Lidové noviny [samizdat]
Páral po dvaceti letech,"Lukeš, Jan",jk01072622,1989,"Páral, Vladimír",osobnosti,studie,Lidové noviny [samizdat]
V zajetí slovních fetišů,"Jungmann, Milan",jk01052189,1989,,spisovatelské a literárněvědné organizace;česká literatura,referáty,Lidové noviny [samizdat]
Poučení z historie,"Pavlíček, František",jk01092088,1989,,česká literatura,komentáře,Lidové noviny [samizdat]
Co s neblahým dědictvím,"Jungmann, Milan",jk01052189,1989,"Prouza, Petr;Neff, Ondřej",exil;spisovatelské a literárněvědné organizace;česká literatura,komentáře,Lidové noviny [samizdat]
Stanovisko předsednictva.,,,1989,"Havel, Václav;Válek, Miroslav",spisovatelské a literárněvědné organizace;osobnosti,dokumenty,Lidové noviny [samizdat]
"""Hvězdy"" Jiřího Černého","Hanzel, Vladimír",jn20000400880,1989,"Černý, Jiří",česká próza;osobnosti,recenze,Lidové noviny [samizdat]
Řádky o Průkazu totožnosti :,"Uhde, Milan",jk01140606,1989,"Šafařík, Josef",osobnosti,referáty,Lidové noviny [samizdat]
Pavel Juráček,"Váša, A.",,1989,"Juráček, Pavel",osobnosti,nekrology,Lidové noviny [samizdat]
"""Jedna zbabělost nutně plodí další.""","Havel, Václav",jk01040240,1989,"Havel, Václav;Steigerwald, Karel",osobnosti,rozhovory,Lidové noviny [samizdat]
Jak se neroztíná gordický uzel,"Jungmann, Milan",jk01052189,1989,"Peterka, Josef;Hájek, Jiří;Pilař, Jan",literární kritici;literární kritika;česká literatura,polemiky,Lidové noviny [samizdat]
Hodina mezi psem a vlkem,"Fořt, Milan",uzp2014842229,1989,"Fischerová, Daniela",české drama;osobnosti,referáty,Lidové noviny [samizdat]
Harold Pinter na skok v Praze a okolí,"Pinter, Harold",jn19990006574,1989,"Pinter, Harold",anglicky psané drama;osobnosti,rozhovory,Lidové noviny [samizdat]
Slabikář poučený poezií,"Jungmann, Milan",jk01052189,1989,"Gruša, Jiří",česká próza;osobnosti,recenze,Lidové noviny [samizdat]
Odkaz šifry VBF,"Pecka, Karel",jk01092241,1989,"Fučík, Bedřich",osobnosti,medailony,Lidové noviny [samizdat]
Oživlý hrob charakteru,"Černý, Jiří",jk01021569,1989,"Žantovský, Petr;Baez, Joan",osobnosti,polemiky,Lidové noviny [samizdat]
Zabitá jen neděle,"Lukeš, Jan",jk01072622,1989,"Křenek, Jiří",česká próza;osobnosti,recenze,Lidové noviny [samizdat]
Básník v roli kabinetního politika,"Jungmann, Milan",jk01052189,1989,"Čejka, Jaroslav",spisovatelské a literárněvědné organizace;česká literatura,komentáře,Lidové noviny [samizdat]
O věcech veřejných a věcech divadelních :,"Suchý, Jiří",jk01121734,1989,"Suchý, Jiří",osobnosti,rozhovory,Lidové noviny [samizdat]
Tvář naděje - i české prózy?,"Lukeš, Jan",jk01072622,1989,"Němcová, Božena;Chytilová, Věra",česká próza;osobnosti,recenze,Lidové noviny [samizdat]
"""Vzal rozum do hrsti a vyšel z toho...""","Lukeš, Jan",jk01072622,1989,"Fuks, Ladislav",česká próza;osobnosti,studie,Lidové noviny [samizdat]
Cestou necestou k dialogu,"Jungmann, Milan",jk01052189,1989,"Prouza, Petr;Brousek, Antonín",exil;česká literatura,komentáře,Lidové noviny [samizdat]
Sdružení německých knihkupců udělilo...,VIA,,1989,"Havel, Václav",literární ceny;osobnosti,zprávy,Lidové noviny [samizdat]
Mezi včerejškem a zítřkem,"Lukeš, Jan",jk01072622,1989,"Prouza, Petr",osobnosti,recenze,Lidové noviny [samizdat]
Most atd,"Jungmann, Milan",jk01052189,1989,,literární časopisy a sborníky,recenze,Lidové noviny [samizdat]
Jablko by málem nepropadlo,"Machonin, Sergej",jk01073028,1989,"Uhde, Milan",české drama;osobnosti,referáty,Lidové noviny [samizdat]
"Dějiny, básník a mýtus :","Brabec, Jiří",jk01012890,1981,"Šiktanc, Karel",osobnosti,studie,"Spektrum : (London, Index on Censorship)"
Karel IV. v českých dějinách duchových,"Kalista, Zdeněk",jk01052690,1981,Karel,osobnosti,studie,"Spektrum : (London, Index on Censorship)"
Filozof a Mistr,"Uhde, Milan",jk01140606,1981,"Hus, Jan",osobnosti,eseje,"Spektrum : (London, Index on Censorship)"
Havlíčkova polemika s radikály a TGM,(t.),,1981,"Havlíček Borovský, Karel;Masaryk, Tomáš Garrigue",osobnosti,studie,"Spektrum : (London, Index on Censorship)"
2x2 studie o Masarykovi,"Němec, Jiří",jk01083071,1981,"Černý, Václav;Masaryk, Tomáš Garrigue;Patočka, Jan",osobnosti,recenze,"Spektrum : (London, Index on Censorship)"
"Na okraj ""Osmašedesátého""","Vohryzek, Josef",jk01150307,1981,"Pithart, Petr",osobnosti,recenze,"Spektrum : (London, Index on Censorship)"
O kulturní odkaz střední Evropy,"Kundera, Milan",jk01070894,1981,"Hašek, Jaroslav;Kafka, Franz",osobnosti,eseje,"Spektrum : (London, Index on Censorship)"
Stanislav Mareš [...].,,,1981,"Mareš, Stanislav",osobnosti,biografické poznámky,"Spektrum : (London, Index on Censorship)"
Slavnost - hra - subjektivita,"Neubauer, Zdeněk",jn19981228103,1981,"Klíma, Ladislav",osobnosti,studie,"Spektrum : (London, Index on Censorship)"
"Ptají se, já se kroutím, jak můžu, ale nakonec stejně vypovídám","Lopatka, Jan",jk01072390,1981,"Lopatka, Jan;Bondy, Egon",osobnosti;samizdat,rozhovory,"Spektrum : (London, Index on Censorship)"
Esej o životě v ghettu,"Kroutvor, Josef",jn99240000542,1981,,osobnosti,eseje,"Spektrum : (London, Index on Censorship)"
Estetika odporného,"Kautman, František",jk01053268,1983,"Kafka, Franz",literární teorie;pražská německá literatura;estetika,eseje,Sado-Maso [samizdat]
Bloudění labyrintem,"Kautman, František",jk01053268,1983,"Kafka, Franz",literární teorie;pražská německá literatura,eseje,Sado-Maso [samizdat]
Plastic People of 1984 :,,,1984,,undergroundová kultura;hudba,rozhovory,Sado-Maso [samizdat]
4 vybrané texty z LP Hovězí porážka - PPU.,,,1984,,undergroundová kultura;hudba;písňové texty,poezie,Sado-Maso [samizdat]
Hovězí porážka,"Havel, Václav",jk01040240,1984,,undergroundová kultura;hudba,úvodníky,Sado-Maso [samizdat]
Jak se mi filosofovalo,"Bondy, Egon",jk01012610,1984,"Bondy, Egon",filozofie,eseje;úryvky,Sado-Maso [samizdat]
Bondyáda.,"Machovec, Martin",ola2002105173,1984,"Bondy, Egon",,bibliografie,Sado-Maso [samizdat]
Špatná věc :,"Bondy, Egon",jk01012610,1984,,undergroundová kultura;písně;zhudebněná poezie,česká poezie,Sado-Maso [samizdat]
Dalí žije :,"Drožď, Lubomír",js20020722017,1984,"Dalí, Salvador",surrealismus (umění);undergroundová kultura,články,Sado-Maso [samizdat]
1984 ran-popálenin Krista,"Krásný, Jan Patrik",mzk2003170710,1984,,undergroundová kultura;ekologie,eseje,Sado-Maso [samizdat]
Credo - Erich Fromm,"Fromm, Erich",jn19990002463,1984,"Fromm, Erich",psychologie;psychoanalýza,eseje,Sado-Maso [samizdat]
Praha hlavní město míru :,"Drožď, Lubomír",js20020722017,1984,"Orwell, George",konference;ozbrojené konflikty;mezinárodní vztahy;umění,reportáže,Sado-Maso [samizdat]
Co může člověk dělat v roce George Orwella?,"Drožď, Lubomír",js20020722017,1984,"Bondy, Egon;Orwell, George",undergroundová kultura,glosy;rozhovory,Sado-Maso [samizdat]
"Co vlastně může mladý člověk v dnešní situaci, tak jak ji známe, nebo se domníváme znát, co tady a teď může dělat?","Bondy, Egon",jk01012610,1984,,undergroundová kultura;filozofie;samizdat,eseje;rozhovory,Sado-Maso [samizdat]
"Tadeáš ""Vinnetou"" L.","Drožď, Lubomír",js20020722017,1984,"Libánský, Tadeáš",poezie;hudba;undergroundová kultura,medailony;česká poezie,Sado-Maso [samizdat]
Brechdurchfall,"Drožď, Lubomír",js20020722017,1985,"Mácha, Karel Hynek",próza;výročí;romantismus,eseje,Sado-Maso [samizdat]
"Jsem rád, že jste na Máchu nezapomněli","Bondy, Egon",jk01012610,1985,"Mácha, Karel Hynek",česká poezie;romantismus,ankety,Sado-Maso [samizdat]
Pět Bondyho starších věcí,"Bondy, Egon",jk01012610,1985,,undergroundová kultura,česká poezie,Sado-Maso [samizdat]
Máchystán :,"Drožď, Lubomír",js20020722017,1985,"Mácha, Karel Hynek",romantismus;deníky;ekologie,reportáže;prózy,Sado-Maso [samizdat]
4. 5. 77 :,"Bondy, Egon",jk01012610,1985,,,poezie,Sado-Maso [samizdat]
Horror vacui,"Drožď, Lubomír",js20020722017,1985,"Drožď, Lubomír;Gosmanová, Irena",surrealismus (umění);koláže;poezie,anotace,Sado-Maso [samizdat]
Ekofilosofie,"Skolimowski, Henryk",jn20020723089,1985,,ekologie;filozofie,články,Sado-Maso [samizdat]
Koyaanisqatsi,"Schonborn, Jerzy",,1985,"Reggio, Godfrey",sociologie;film;ekologie,recenze,Sado-Maso [samizdat]
Smrt je rádce,"Castaneda, Carlos",jn19990001364,1985,,antropologie;filozofie,eseje,Sado-Maso [samizdat]
Výzva k transcendenci,"Havel, Václav",jk01040240,1985,,filozofie,eseje,Sado-Maso [samizdat]
Smích zenu - zen smíchu,"Marek, Vlastimil",jn99240000675,1985,"Watts, Alan",zen-buddhismus;taoismus;filozofie,eseje,Sado-Maso [samizdat]
Tři hlavolamy zenovému vyslanci v Praze,"Marek, Vlastimil",jn99240000675,1985,,zen-buddhismus;filozofie,eseje;rozhovory,Sado-Maso [samizdat]
"Ironie, tolerance, dialog","Drožď, Lubomír",js20020722017,1985,"Bondy, Egon",etika;filozofie,eseje,Sado-Maso [samizdat]
Sado-Maso se ptá Egona Bondyho :,"Bondy, Egon",jk01012610,1985,"Teige, Karel;Holan, Vladimír;Dalí, Salvador;Effenberger, Vratislav",surrealismus (literatura);undergroundová kultura;romantismus;expresionismus (umění),eseje;poezie;rozhovory,Sado-Maso [samizdat]
Zen na divoko,"Marek, Vlastimil",jn99240000675,1985,,filozofie;zen-buddhismus;duchovní probuzení,eseje,Sado-Maso [samizdat]
Z domácího vězení,"Havel, Václav",jk01040240,1985,,undergroundová kultura;vyšetřovatelé;psychologie;totalitní režimy;komunismus,eseje,Sado-Maso [samizdat]
Život jde dál,,,1985,,surrealismus (umění);absurdita,fotografie,Sado-Maso [samizdat]
Anketa Sado-Maso čtenářů :,,,1985,,film;hudba;undergroundová kultura;punk (hudba),seznamy,Sado-Maso [samizdat]
Zasláno redakci :,"Drožď, Lubomír",js20020722017,1986,,,články,Sado-Maso [samizdat]
Krize identity,"Havel, Václav",jk01040240,1986,,filozofie,eseje,Sado-Maso [samizdat]
The Death of Merry Ghetto :,"Hoskyns, Barney",xx0140935,1986,,undergroundová kultura;hudba,články,Sado-Maso [samizdat]
Vstříc slunnejm dnům :,"Drožď, Lubomír",js20020722017,1986,,undergroundová kultura;hudba;punk (hudba),reportáže,Sado-Maso [samizdat]
Krásné nové stroje,"Diviš, Stanislav",jn20000400463,1986,,hudba;undergroundová kultura,rozhovory,Sado-Maso [samizdat]
Malá chvilka poezie,"Bondy, Egon",jk01012610,1986,,,poezie,Sado-Maso [samizdat]
"Nejsem občan, jsem bůh! :","Veselý, Pavel",xx0212548,1986,"Venera, Vincent",próza;absurdita,prózy,Sado-Maso [samizdat]
Železná vláda versus Plastic People 1976 =,"Drožď, Lubomír",js20020722017,1986,"Hlavsa, Milan;Brabenec, Vratislav",undergroundová kultura;policejní výslech;hudba,reportáže,Sado-Maso [samizdat]
Zaplaťpánbů za „underground“ :,"Bondy, Egon",jk01012610,1986,,undergroundová kultura;výročí,eseje,Sado-Maso [samizdat]
Buď vůle hrát pro sebe!,,,1986,,undergroundová kultura;hudba,rozhovory,Sado-Maso [samizdat]
Mí Pražané mi rozumí :,"Drožď, Lubomír",js20020722017,1986,,alternativní hudba,reportáže,Sado-Maso [samizdat]
A sakra! :,"Mazal, Tomáš",jo2004192794,1986,"Venera, Vincent",,prózy,Sado-Maso [samizdat]
Únos západu =,"Kundera, Milan",jk01070894,1986,,politika,eseje,Sado-Maso [samizdat]
V kleci biotu,"Bondy, Egon",jk01012610,1986,,,eseje,Sado-Maso [samizdat]
New painting v Čechách.,,,1986,,malířství,články,Sado-Maso [samizdat]
Divná malba - divné obrazy,"Diviš, Stanislav",jn20000400463,1986,,malířství;alternativní kultura,rozhovory;eseje,Sado-Maso [samizdat]
Poslední zprávy z fronty,"Drožď, Lubomír",js20020722017,1986,,undergroundová kultura,zprávy,Sado-Maso [samizdat]
Dopis z vězení,"Havel, Václav",jk01040240,1982,,filozofie;věznice,eseje,Opium pro lid [samizdat]
Z domova hlásí agentura Stress Press.,,,1979,"Vávra, Otakar",film;undergroundová kultura,zprávy,Opium pro lid [samizdat]
O pocitu absurdity,"Havel, Václav",jk01040240,1982,,filozofie;absurdita,eseje,Jen pro blázny [samizdat]
Trpaslíci s kamerou,"Gaar, Vladimír",,1982,,film;festivaly;undergroundová kultura,reportáže,Jen pro blázny [samizdat]
Příběh Milana Knížáka,"Chalupecký, Jindřich",jk01050063,1981,,umění;hudba,eseje,Jen pro blázny [samizdat]
Stáhněte roletu!,"Drožď, Lubomír",js20020722017,1981,,film;undergroundová kultura,anotace;rozhovory,Jen pro blázny [samizdat]
